Product Name,Manufacturer,Model Codes,Sport,Category,Subcategory,Canonical ID,Image Path,Image URL
Royale Deluxe Umpire Chair,ROYALE DELUXE,TA-RDUC,accessories,benches,royale-deluxe-umpire-chair,ROYALE DELUXE TA-RDUC,images/product_267.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Umpire-Chair-440x421.jpg
Royale Deluxe Umpire Chair – Umbrella,ROYALE DELUXE,TA-RDUCU,accessories,benches,royale-deluxe-umpire-chair-umbrella,ROYALE DELUXE TA-RDUCU,images/product_268.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Umpire-Chair-Umbrella-440x428.jpg
Royale Deluxe Umpire Chair – Umbrella Mount Kit,ROYALE DELUXE,TA-RDUCUK,accessories,benches,royale-deluxe-umpire-chair-umbrella-mount-kit,ROYALE DELUXE TA-RDUCUK,images/product_269.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Umpire-Chair-Umbrella-Mount-440x428.jpg
Royale Deluxe Umpire Chair – Wheel Kit,ROYALE DELUXE,TA-RDUCWK,accessories,benches,royale-deluxe-umpire-chair-wheel-kit,ROYALE DELUXE TA-RDUCWK,images/product_270.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Umpire-Chair-Wheel-Kit-440x428.jpg
Safety End Cap Set,SAFETY END,SB-ABWB5W ; SB-ABWB7 ; SB-ABWB15 ; SB-ABWB21 ; SB-ABWB27,accessories,benches,safety-end-cap-set,SAFETY END SB-ABWB5W,images/product_271.jpg,https://tomkosports.com/wp-content/uploads/2021/03/End-Cap-440x437.jpg
Indoor Floor Protection Kit,INDOOR FLOOR,SB-ABICKS ; SB-ABICSM,accessories,benches,indoor-floor-protection-kit,INDOOR FLOOR SB-ABICKS,images/product_272.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Indoor-Floor-Protection-440x437.jpg
TENNIS TOWER,TENNIS TOWER,TB-COMPC ; TB-COMP ; TB-TWPLAY,ball-machines,sports-tutor-ball-machines-canada,tennis-ball-machines,TENNIS TOWER TB-COMPC,images/product_273.jpg,https://tomkosports.com/wp-content/uploads/2021/02/Tennis-Tower-440x534.jpg
TENNIS TOWER I.O. (INTERNAL OSCILLATION),TENNIS TOWER,TB-IOCOMP ; TB-IOPLAY ; TB-IODLX,ball-machines,sports-tutor-ball-machines-canada,tennis-ball-machines,TENNIS TOWER TB-IOCOMP,images/product_274.jpg,https://tomkosports.com/wp-content/uploads/2021/02/Tennis-Tower-IO-440x349.jpg
MULTI-TWIST,MULTI-TWIST,TB-MTWIST,ball-machines,sports-tutor-ball-machines-canada,pickleball-machines,MULTI-TWIST TB-MTWIST,images/product_275.jpg,https://tomkosports.com/wp-content/uploads/2022/02/multi-twist-440x444.jpg
PADEL TUTOR,TUTOR,TB-PDTUT,ball-machines,sports-tutor-ball-machines-canada,padel,TUTOR TB-PDTUT,images/product_276.jpg,https://tomkosports.com/wp-content/uploads/2025/10/padel-3-440x381.png
PADEL TUTOR MINI,TUTOR,TB-PDTUTM,ball-machines,sports-tutor-ball-machines-canada,padel,TUTOR TB-PDTUTM,images/product_277.jpg,https://tomkosports.com/wp-content/uploads/2025/10/padel-mini-440x381.png
PICKLEBALL TUTOR MINI,TUTOR,TB-PBTUTMB ; TB-PBTUTM,ball-machines,sports-tutor-ball-machines-canada,pickleball-machines,TUTOR TB-PBTUTMB,images/product_278.jpg,https://tomkosports.com/wp-content/uploads/2021/02/Pickleball-Tutor-Mini-2-440x568.jpg
PICKLEBALL TUTOR SPIN,TUTOR,TB-PBTUT ; TB-PBTUTR ; TB-PBTUT2L ; TB-PBTUTR2L,ball-machines,sports-tutor-ball-machines-canada,pickleball-machines,TUTOR TB-PBTUT,images/product_279.jpg,https://tomkosports.com/wp-content/uploads/2019/11/OO-350B-2-440x440.jpg
PICKLEBALL TUTOR PLUS,TUTOR,TB-PBTUTP ; TB-PBTUTPR ; TB-PBTUTP2L ; TB-PBTUTPR2L,ball-machines,sports-tutor-ball-machines-canada,pickleball-machines,TUTOR TB-PBTUTP,images/product_280.jpg,https://tomkosports.com/wp-content/uploads/2020/01/Tutor_Plus-440x440.jpg
PICKLEBALL TUTOR ULTRA – SPIN & PLUS,TUTOR,TB-PBTUTSU ; TB-PBTUTPU,ball-machines,sports-tutor-ball-machines-canada,pickleball-machines,TUTOR TB-PBTUTSU,images/product_281.jpg,https://tomkosports.com/wp-content/uploads/2019/11/OO-350B-2-440x440.jpg
REMOTES,REMOTES,TB-TT2R ; TB-TTMR,ball-machines,sports-tutor-ball-machines-canada,sports-tutor-accessories-replacement-parts,REMOTES TB-TT2R,images/product_282.jpg,https://tomkosports.com/wp-content/uploads/2021/02/2-function-remote-440x440.jpg
BATTERIES,BATTERIES,TB-TTBC ; TB-TTBPL ; TB-TTBHD ; TB-WILSB,ball-machines,sports-tutor-ball-machines-canada,sports-tutor-accessories-replacement-parts,BATTERIES TB-TTBC,images/product_283.jpg,https://tomkosports.com/wp-content/uploads/2021/02/Battery.jpg
PROTECTIVE COVER,PROTECTIVE COVER,TB-TTCOV ; TB-SHCOV,ball-machines,sports-tutor-ball-machines-canada,sports-tutor-accessories-replacement-parts,PROTECTIVE COVER TB-TTCOV,images/product_284.jpg,https://tomkosports.com/wp-content/uploads/2021/02/Cover.jpg
EXTERNAL AC POWER SUPPLY,EXTERNAL AC,TB-TTACPS,ball-machines,sports-tutor-ball-machines-canada,sports-tutor-accessories-replacement-parts,EXTERNAL AC TB-TTACPS,images/product_285.jpg,https://tomkosports.com/wp-content/uploads/2021/02/External-AC-Power-Supply.jpg
EXTERNAL BATTERY PACK,EXTERNAL BATTERY,TB-TTEBPSF,ball-machines,sports-tutor-ball-machines-canada,sports-tutor-accessories-replacement-parts,EXTERNAL BATTERY TB-TTEBPSF,images/product_286.jpg,https://tomkosports.com/wp-content/uploads/2021/02/External-Battery-Pack.jpg
THROWING WHEELS,THROWING WHEELS,TB-TTUTW ; TB-SHUTW,ball-machines,sports-tutor-ball-machines-canada,sports-tutor-accessories-replacement-parts,THROWING WHEELS TB-TTUTW,images/product_287.jpg,https://tomkosports.com/wp-content/uploads/2021/02/Throwing-Wheels-1-440x448.jpg
BATTERY CHARGER,BATTERY CHARGER,TB-TTSCHR ; TB-TTSFCHR,ball-machines,sports-tutor-ball-machines-canada,sports-tutor-accessories-replacement-parts,BATTERY CHARGER TB-TTSCHR,images/product_288.jpg,https://tomkosports.com/wp-content/uploads/2020/01/SC2-440x440.jpg
VOLLEY,VOLLEY,TB-PMVP ; TB-PMVPB,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,VOLLEY TB-PMVP,images/product_289.jpg,https://tomkosports.com/wp-content/uploads/2020/01/Volley-440x448.png
ACE,ACE,TB-ACE ; TB-PSL,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,ACE TB-ACE,images/product_290.jpg,https://tomkosports.com/wp-content/uploads/2019/11/ACE.png
iSMASH,ISMASH,TB-iSMASH,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,ISMASH TB-iSMASH,images/product_291.jpg,https://tomkosports.com/wp-content/uploads/2019/11/iSMASH-440x457.png
iGENIE,IGENIE,TB-iGENIE,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,IGENIE TB-iGENIE,images/product_292.jpg,https://tomkosports.com/wp-content/uploads/2019/11/iGENIE-440x427.png
LOBSTER® “THE PICKLE”,LOBSTER® “THE,TB-LPICKLE,ball-machines,lobster-the-pickle,,LOBSTER® “THE TB-LPICKLE,images/product_293.jpg,https://tomkosports.com/wp-content/uploads/2021/04/The-Pickle-440x445.jpg
LOBSTER® “THE PICKLE 2”,LOBSTER® “THE,TB-LPICKLE2,ball-machines,lobster-the-pickle-2,,LOBSTER® “THE TB-LPICKLE2,images/product_294.jpg,https://tomkosports.com/wp-content/uploads/2021/04/The-Pickle-440x445.jpg
LOBSTER® “THE PICKLE CHAMPION”,LOBSTER® “THE,TB-LPICKLEC,ball-machines,lobster-the-pickle-2-copy,,LOBSTER® “THE TB-LPICKLEC,images/product_295.jpg,https://tomkosports.com/wp-content/uploads/2021/04/The-Pickle-440x445.jpg
LOBSTER® ELITE SERIES,LOBSTER® ELITE,TB-ELTL ; TB-ELT ; TB-ELT2 ; TB-ELT3,ball-machines,lobster-elite-series,,LOBSTER® ELITE TB-ELTL,images/product_296.jpg,https://tomkosports.com/wp-content/uploads/2021/04/Lobster-Elite-Liberty-440x429.jpg
LOBSTER® ELITE GRAND SERIES,LOBSTER® ELITE,TB-ELTGIV ; TB-EGV ; TB-EGVLE,ball-machines,lobster-elite-grand-series,,LOBSTER® ELITE TB-ELTGIV,images/product_297.jpg,https://tomkosports.com/wp-content/uploads/2021/04/Lobster-Grand-Series-440x444.jpg
LOBSTER® PHENOM SERIES,LOBSTER® PHENOM,TB-PHENOM ; TB-PHENOM2,ball-machines,lobster-phenom-series,,LOBSTER® PHENOM TB-PHENOM,images/product_298.jpg,https://tomkosports.com/wp-content/uploads/2021/04/Phenom-Series-440x444.jpg
LOBSTER® COVER,LOBSTER® COVER,TB-LCOV,ball-machines,lobster-cover,,LOBSTER® COVER TB-LCOV,images/product_299.jpg,https://tomkosports.com/wp-content/uploads/2021/04/Lobster-Cover-440x429.jpg
LOBSTER® REMOTES,LOBSTER® REMOTES,TB-ELTREM ; TB-ELTGREM,ball-machines,lobster-remotes,,LOBSTER® REMOTES TB-ELTREM,images/product_300.jpg,https://tomkosports.com/wp-content/uploads/2021/04/2-Function-Remote-1-440x454.jpg
LOBSTER® ELECTRIC POWER PACK,LOBSTER® ELECTRIC,TB-ELTAC,ball-machines,lobster-external-ac-power-supply,,LOBSTER® ELECTRIC TB-ELTAC,images/product_301.jpg,https://tomkosports.com/wp-content/uploads/2021/04/electric-power-pack-1-440x424.png
LOBSTER® EXTERNAL BATTERY PACK,LOBSTER® EXTERNAL,TB-ELTEBP,ball-machines,lobster-external-battery-pack,,LOBSTER® EXTERNAL TB-ELTEBP,images/product_302.jpg,https://tomkosports.com/wp-content/uploads/2021/04/External-Battery-Pack-440x423.jpg
LOBSTER® CHARGERS,LOBSTER® CHARGERS,TB-ELTFC ; TB-ELTPFC,ball-machines,lobster-chargers,,LOBSTER® CHARGERS TB-ELTFC,images/product_303.jpg,https://tomkosports.com/wp-content/uploads/2021/04/Premium-Charger-440x423.jpg
REPLACEMENT BATTERY,REPLACEMENT BATTERY,TB-LOBAT,ball-machines,lobster-replacement-battery,,REPLACEMENT BATTERY TB-LOBAT,images/product_304.jpg,https://tomkosports.com/wp-content/uploads/2021/04/Battery-440x439.jpg
Pickleball,PICKLEBALL,TB-PMPBALL,ball-machines,playmate-ball-machines-canada,playmate-pickleball-machines,PICKLEBALL TB-PMPBALL,images/product_305.jpg,https://tomkosports.com/wp-content/uploads/2020/01/Pickleball-1-440x457.jpg
GRAND SLAM,GRAND SLAM,TB-SLAM,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,GRAND SLAM TB-SLAM,images/product_306.jpg,https://tomkosports.com/wp-content/uploads/2019/12/Grand-Slam-440x429.jpg
iPLAYMATE TENNIS,PLAYMATE,TB-PMiREM,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,PLAYMATE TB-PMiREM,images/product_307.jpg,https://tomkosports.com/wp-content/uploads/2019/11/iPLAYMATE-2-440x430.jpg
SERVE LIFT,SERVE LIFT,TB-PSL,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,SERVE LIFT TB-PSL,images/product_308.jpg,https://tomkosports.com/wp-content/uploads/2019/12/Serve-Lift-440x429.jpg
PLAYMATE® AC ADAPTER,PLAYMATE,TB-PMPBALLACPS,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,PLAYMATE TB-PMPBALLACPS,images/product_309.jpg,https://tomkosports.com/wp-content/uploads/2024/06/AC-ADAPTER-440x587.jpg
PLAYMATE® REMOTE,PLAYMATE,TB-PMREMRC ; TB-PMREM2,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,PLAYMATE TB-PMREMRC,images/product_310.jpg,https://tomkosports.com/wp-content/uploads/2020/03/te40-5-440x440.jpg
Playmate Throwing Wheels,PLAYMATE,TB-PMTW,ball-machines,playmate-ball-machines-canada,playmate-replacement-parts,PLAYMATE TB-PMTW,images/product_311.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Playmate-Throwing-Wheel-440x416.jpg
PROTECTIVE COVER,PROTECTIVE COVER,TB-PMCOV,ball-machines,playmate-ball-machines-canada,playmate-tennis-ball-machines,PROTECTIVE COVER TB-PMCOV,images/product_312.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Playmater-Cover-440x419.jpg
Ball Mower Basket,BALL MOWER,TB-PMMB,ball-machines,playmate-ball-machines-canada,playmate-replacement-parts,BALL MOWER TB-PMMB,images/product_313.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Ball-Mower-Basket-440x419.jpg
PLAYMATE BALL MOWER 2.0,PLAYMATE,TB-PMM2,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,PLAYMATE TB-PMM2,images/product_314.jpg,https://tomkosports.com/wp-content/uploads/2023/03/new-ball-mower-2-440x570.jpg
Ball Mower Wheels,BALL MOWER,TB-PMMBW ; TB-PMMCW,ball-machines,playmate-ball-machines-canada,playmate-replacement-parts,BALL MOWER TB-PMMBW,images/product_315.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Ball-Mower-Drive-Wheels-440x374.jpg
Ball Mower Handle Zipper Grip,BALL MOWER,TB-PPMG,ball-machines,playmate-ball-machines-canada,playmate-replacement-parts,BALL MOWER TB-PPMG,images/product_316.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Ball-Mower-Handle-Grip-440x416.jpg
Control Panel Cable,CONTROL PANEL,TB-PMCPC,ball-machines,playmate-ball-machines-canada,playmate-replacement-parts,CONTROL PANEL TB-PMCPC,images/product_317.jpg,https://tomkosports.com/wp-content/uploads/2021/03/Control-panel-cable-440x419.jpg
PLAYMATE BALL MOWER,PLAYMATE,TB-PMM,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,PLAYMATE TB-PMM,images/product_318.jpg,https://tomkosports.com/wp-content/uploads/2019/11/m_mower.jpg
HOAG 350 TEACHING CART,HOAG 350,TB-HGTC,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,HOAG 350 TB-HGTC,images/product_319.jpg,https://tomkosports.com/wp-content/uploads/2019/11/Hoag-350-440x435.jpg
EZ TRAVEL CART 150,EZ TRAVEL,TB-EZTC150,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,EZ TRAVEL TB-EZTC150,images/product_320.jpg,https://tomkosports.com/wp-content/uploads/2019/12/gamma-tennis-ez-travel-cart-768x768-440x440.jpg
QUICK CART PLUS,QUICK CART,TB-QCP,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,QUICK CART TB-QCP,images/product_321.jpg,https://tomkosports.com/wp-content/uploads/2024/05/quick-cart-2-440x459.jpg
BALL HOPPER® HI-RISE™ 75 W/ WHEELS,BALL HOPPER®,TB-HR75,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,BALL HOPPER® TB-HR75,images/product_322.jpg,https://tomkosports.com/wp-content/uploads/2019/11/Gamma-Hi-Rise-75-440x484.jpg
BALL HOPPER PRO®90,BALL HOPPER,TB-BH90P,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,BALL HOPPER TB-BH90P,images/product_323.jpg,https://tomkosports.com/wp-content/uploads/2019/11/Ball-Hopper-90-3-440x435.jpg
PICKLEBALL BALL HOPPER 50,PICKLEBALL BALL,TB-PBH,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,PICKLEBALL BALL TB-PBH,images/product_324.jpg,https://tomkosports.com/wp-content/uploads/2023/03/Ball-Hopper-2-440x432.jpg
KOLLECTABALL K-COURT,KOLLECTABALL K-COURT,TB-KCOURT,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,KOLLECTABALL K-COURT TB-KCOURT,images/product_325.png,https://tomkosports.com/wp-content/uploads/2022/02/K-Court-440x440.webp
TENNIS BALL TUBE,TENNIS BALL,TB-BHBTR ; TB-BHBTC ; TB-BHBTRC,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,TENNIS BALL TB-BHBTR,images/product_326.jpg,https://tomkosports.com/wp-content/uploads/2019/12/Ball-Tube-440x435.jpg
PICKLEBALL BALL TUBE,PICKLEBALL BALL,TB-PBT,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,PICKLEBALL BALL TB-PBT,images/product_327.jpg,https://tomkosports.com/wp-content/uploads/2023/03/Ball-Tube-440x432.jpg
COURTSERVE BALL MOWER,COURTSERVE BALL,TB-CSM ; TB-CSMRB ; TB-CSMRW,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,COURTSERVE BALL TB-CSM,images/product_328.jpg,https://tomkosports.com/wp-content/uploads/2019/11/media-78-_1_.jpeg
NASSAU EXTRA DUTY PRESSURELESS BALLS,NASSAU,TB-NTB,accessories,ball-pick-ups,ball-pick-ups-ball-pick-ups,NASSAU TB-NTB,images/product_329.jpg,https://tomkosports.com/wp-content/uploads/2019/11/TB-NTB-300x225.jpg
VOLLEYBALL TUTOR,TUTOR,SV-VTSAC ; SV-VTSPAC ; SV-VTBPAC,ball-machines,sports-tutor-ball-machines-canada,volleyball-ball-machines,TUTOR SV-VTSAC,images/product_330.jpg,https://tomkosports.com/wp-content/uploads/2019/12/volleyball-model-440x506.jpg
VOLLEYBALL TUTOR GOLD MODEL,TUTOR,SV-VTGAC ; SV-VTGB ; SV-VTR,ball-machines,sports-tutor-ball-machines-canada,volleyball-ball-machines,TUTOR SV-VTGAC,images/product_331.jpg,https://tomkosports.com/wp-content/uploads/2019/12/Volleyball-Gold-Model-440x457.png
Duromax Polyester Windscreen,DUROMAX POLYESTER,TW-DUROMAX6 ; TW-DUROMAX9,windscreens-and-netting,duromax-polyester-windscreen-14-oz,,DUROMAX POLYESTER TW-DUROMAX6,images/product_332.jpg,https://tomkosports.com/wp-content/uploads/2019/11/asdf.jpg
PolyPro™ Plus Premium Windscreen,POLYPRO™ PLUS,TW-OMPP6 ; TW-CMPP6,windscreens-and-netting,polyknit-windscreen-rolls,,POLYPRO™ PLUS TW-OMPP6,images/product_333.jpg,https://tomkosports.com/wp-content/uploads/2019/11/Poly-Pro-440x430.jpg
Poly Knit Windbreak,POLY KNIT,TW-PN72 ; TW-PN108,windscreens-and-netting,poly-knit-windbreak,,POLY KNIT TW-PN72,images/product_334.jpg,https://tomkosports.com/wp-content/uploads/2021/04/Poly-Knit-440x439.jpg
HD Perimeter/Backdrop/Fence Netting,HD PERIMETER/BACKDROP/FENCE,TW-HDPBN,windscreens-and-netting,heavy-duty-perimeter-backdrop-fence-netting,,HD PERIMETER/BACKDROP/FENCE TW-HDPBN,images/product_335.jpg,https://tomkosports.com/wp-content/uploads/2020/01/Perimieter-Netting-440x441.jpg
Backdrop Curtain,BACKDROP CURTAIN,TW-BC14 ; TW-BC18,windscreens-and-netting,vinyl-backdrop-curtains,,BACKDROP CURTAIN TW-BC14,images/product_336.jpg,https://tomkosports.com/wp-content/uploads/2020/01/29514Z-5-440x657.jpg
Protective Column Pad,PROTECTIVE COLUMN,TW-PCP10 ; TW-PCP8,windscreens-and-netting,column-padding,,PROTECTIVE COLUMN TW-PCP10,images/product_337.jpg,https://tomkosports.com/wp-content/uploads/2019/12/26320Z-6-440x440.jpg
Custom Windscreen Logos,CUSTOM WINDSCREEN,,windscreens-and-netting,custom-windscreen-logos,,CUSTOM WINDSCREEN,images/product_338.jpg,https://tomkosports.com/wp-content/uploads/2019/11/IMG_0758-440x330.jpg
Fastening Hardware,FASTENING HARDWARE,TW-FASTENING,windscreens-and-netting,fastening-hardware,,FASTENING HARDWARE TW-FASTENING,images/product_339.jpg,https://tomkosports.com/wp-content/uploads/2019/12/Fastening-Hardware-440x436.jpg
DELUXE WATER BROOM,DELUXE WATER,TA-WB,accessories,court-cleaners,deluxe-water-broom,DELUXE WATER TA-WB,images/product_340.jpg,https://tomkosports.com/wp-content/uploads/2024/06/TA-WB-440x418.jpg
Kleen Sweep 27,KLEEN SWEEP,TA-KS27,accessories,court-cleaners,kleen-sweep-27,KLEEN SWEEP TA-KS27,images/product_341.jpg,https://tomkosports.com/wp-content/uploads/2020/01/Kleen-Sweep-27-440x437.jpg
Kleen Sweep 28,KLEEN SWEEP,TA-KS28,accessories,court-cleaners,kleen-sweep-28,KLEEN SWEEP TA-KS28,images/product_342.jpg,https://tomkosports.com/wp-content/uploads/2020/01/Kleen-Sweep-28-440x437.jpg
Kleen Sweep 32R,KLEEN SWEEP,TA-KS32R,accessories,court-cleaners,kleen-sweep-32r,KLEEN SWEEP TA-KS32R,images/product_343.jpg,https://tomkosports.com/wp-content/uploads/2020/01/Kleen-Sweep-32R-440x437.jpg
